name,city,total_reviews,review_content,overall_rating,food_rating,service_rating,ambience_rating,date
MeredithG,New York City,3 reviews,Food is Amazing service equally as good highly recommend,5,5,5,5,Dined on July 30 2023
JustFolks,New York City,190 reviews,Still the most beautiful restaurant in Little Italy.  Be sure to ask for a table at the lovely garden in the back.,5,4,5,5,Dined on July 28 2023
KathyB,Minneapolis,8 reviews,The food was fabulous and the atmosphere was wonderful- it exceeded our expectations!,5,5,5,5,Dined on July 27 2023
MikeS,Montreal,1 review,As always we enjoy coming here for dinner .The best ambience you will find  especially at this time of the year.The service and quality of food was very good.We are looking forward to coming back.,5,5,5,5,Dined on July 22 2023
PHILIPZ,Chicago,26 reviews,Service is slow  waiter payed us to eat main course felt like cattleOrdered Veal scalapinie got veal Marsala that’s why the waiter said I order!Visiting fromChicago never again will we eat at LittleItaly,1,4,1,1,Dined on July 9 2023
Alwaysgood,Washington DC,9 reviews,Had a wonderful dinner with a group of 10. Everyone enjoyed their food and the service was great. We sat outsideon the street. Good value!,5,5,5,5,Dined on July 8 2023
Jayzo,Chicago,5 reviews,Great food and charming hospitable dining room staff!,5,5,5,4,Dined on June 26 2023
Julial,San Francisco,4 reviews,The food tasted terrible. It was over priced. the server could not even explain anything about that item on the menu. ￼,1,1,2,2,Dined on June 25 2023
OpenTable Diner,New York City,1 review,This restaurant is conveniently located on Mulberry Street. It has a beautiful garden ambience in the back room. The food is absolutely delicious and the price is fairly standard for this area.,5,5,5,5,Dined on June 24 2023
Rahul,New York City,19 reviews,Was there with cousins visiting NYC. Every dish was great and flavorful,5,5,5,5,Dined on June 22 2023
KrisC,Denver,13 reviews,Been coming here since the mid80s. Always fabulous!,5,5,5,5,Dined on June 17 2023
OU812,New York City,10 reviews,Always a great meal in a relaxing atmosphere.  This Veal chop is tops!,5,5,5,5,Dined on June 11 2023
OpenTable Diner,San Francisco,2 reviews,So much fun.  Great staff and people in ownership that were super friendly and welcoming.  Sat outside and had a fantastic meal wine and desserts.  Highly recommend.,5,5,5,5,Dined on June 4 2023
OpenTable Diner,New York City,2 reviews,Another fabulous meal as always!.  II Cortile never disappoints.,5,5,5,5,Dined on June 4 2023
OpenTable Diner,New York City,1 review,Il Cortile went above and beyond to ensure that our date night was amazing. They sat myself and my husband at a special romantic table in the front dining room and loved it. The ambiance was amazing food was superb and we will certainly be back!,5,5,5,5,Dined on May 21 2023
LauraJ,Austin,3 reviews,The food was delicious and the restaurant is beautiful. Our service was slow but the meal was worth the wait.,5,5,3,5,Dined on May 19 2023
KellyW,New York City,38 reviews,Very good classic Italian food and excellent service!,4,4,5,4,Dined on May 18 2023
MICHAELB,New York City,1 review,The food is always amazing. This is one of my grandmother's favorites from the 80s. It was very nostalgic for her and made for an amazing mother's day dinner. Our waiter was an older Italian man who was also stellar! 10/10,5,5,5,5,Dined on May 15 2023
OpenTable Diner,Tampa,15 reviews,Absolutely INCREDIBLE! Fresh pasta great house wine attentive service. Definitely will be back!!Meatballs were to die for and the pesto pasta was so fresh and delicious.,5,5,5,5,Dined on May 14 2023
OpenTable Diner,Manchester,1 review,I had a table booked at 8:30pm.At 9:20pm we had still not been seated after being told it would be 20 mins.No update was given to us to let us know where the table was up too and no apology given.We were out for a birthday dinner and sadly this ruined our evening as we ended up leaving at going elsewhere due to there still being no table ready.,1,1,1,1,Dined on May 7 2023
MattLKC,Kansas City,4 reviews,Great food and wine selection! Our best meal on our recent trip to NYC.,5,5,4,4,Dined on May 1 2023
OpenTable Diner,Los Angeles,3 reviews,Fun dining experience. Frank and the whole wait staff were fantastic.,5,5,5,5,Dined on April 28 2023
JohnA,Chicago,10 reviews,Best in Little Italy!  Excellent food and service. Always treated well no matter who I am with!,5,5,5,4,Dined on April 28 2023
KathleenK,New York City,5 reviews,Have been going to Il Cortile for over thirty years and so happy it’s still thriving. Wonderful service and ambience 🥰,5,4,5,4,Dined on April 27 2023
AustinM,New York City,16 reviews,The food was delicious and the service was excellent.,4,4,5,5,Dined on April 22 2023
RobF,Philadelphia,5 reviews,Not as good as it used to be. Thought perhaps under new ownership but that doesn’t seem to be the case. Menu extremely abbreviated from what it used to be and the food not quite the same. I’ve been a loyal patron for many many years and this was my first disappointing experience. Playing The Beach Boys rather loudly killed any semblance of the Italian experience I was going for.,2,2,4,3,Dined on April 16 2023
Greg,New York City,1 review,Nous avons passé un excellent moment dans ce restaurant. L'accueil y est parfait la cuisine délicieuse et la décoration très soignée.,5,5,5,5,Dined on April 14 2023
Nixie,London,52 reviews,A visit to NY would not be complete without a visit to I’ll Cortile. Amazing food and the service is always top notch!,5,5,5,5,Dined on April 14 2023
OpenTable Diner,New York City,1 review,We went for Easter Feast coupled with my sons birthday and everything was just perfect. The calamari was super fresh the sauces had a homemade quality that is rare from such a well-known restaurant. The highlight was the attentiveness of the wait-staff. They walked that delicate balance to always be around to help without being annoying. They sung a beautiful Italian happy birthday to my son Anthony. We all loved and will definitely go back!,5,5,5,5,Dined on April 10 2023
JamesK,New York City,1 review,The restaurant and the staff never cease to amaze me. Food is delicious and well presented. I have been there many times  this time took some friends and they also love it .,5,5,5,5,Dined on April 9 2023
OpenTable Diner,Cincinnati,1 review,The food was very good and ambiance beautiful. We had not eaten at Ik Mulino for several years and had great memories. Unfortunately the service was average at best. We had to wait 30+ minutes after our reservation time to be seated.  Once seated the service was average and slow. They were apologetic for the long wait but became comical as they proceeded to seat numerous parties ahead of us that arrived after us.  There are so many options in the city and expected better!,3,4,2,4,Dined on April 4 2023
OpenTable Diner,Dallas,72 reviews,Haven’t been here in 25 years and it didn’t not disappoint. Loved the baked clams Buffalo mozzarella special chicken and shrimp Francais that came with shrimp  and sautéed escarole. We also had rigatoni special with ricotta cream sauce and sausage. It was all delicious. Top notch attentive service. Perfection!,5,5,5,5,Dined on April 4 2023
PamelaM,New York City,1 review,We had a fabulous time and loved the entire experience! Thank you,5,5,5,5,Dined on April 3 2023
OpenTable Diner,New York City,2 reviews,Great food great Little Italy spot! I love coming to this place!,5,5,5,5,Dined on April 2 2023
OpenTable Diner,Raleigh,4 reviews,Outstanding service. We got there and the hostess accommodated a seating change (when you make a reservation you must specify if you want to sit inside otherwise you are on the patio). Once inside the great service continued and the food was excellent…overall très bien!,5,5,5,5,Dined on April 2 2023
Peanut,Alabama,25 reviews,EVERYTHING DELICIOUS with fabulous large portions of delicious authentic freshly prepared steaming hot Italian cuisine!!! The Sopranos ate here… what does that tell you!!!,5,5,5,5,Dined on April 1 2023
AnnF,Washington DC,3 reviews,Food was delicious and exactly what we wanted. There is definitely no shortage of water considering we counted 8 times that the service came to top waters.,4,5,5,5,Dined on March 26 2023
PaulD,Washington DC,21 reviews,Perfect Italian Feast  Sunday Gravy was the best,5,5,5,4,Dined on March 20 2023
sherir,New York City,1 review,The food was beyond delicious. I was with a group of nine and every single person raved about their meal.My absolute favorite thing though was that we were seated at around table,5,5,5,5,Dined on March 19 2023
OpenTable Diner,Miami,1 review,Everything was Absolutely Beautiful! The band played Amazing!,5,3,5,5,Dined on March 18 2023
KyVisitor,Indiana,83 reviews,Love this restaurant- the service is excellent the cocktails are very good the entrees are delicious and overall a great experience. We return every time I’m in  NYC.,5,5,5,5,Dined on March 17 2023
MamaE,St. Louis,9 reviews,On a girls trip to New York. We enjoyed great food and drinks. Our service was impeccable and they seated us even though we were early for our reservation.,5,5,5,5,Dined on March 14 2023
OpenTable Diner,New York City,19 reviews,There’s a million restaurants on Mulberry they all cat call you to go in. They’re all about the same when it comes to good quality. What makes me aggravated about Il Cortile - the waiter charged us $8 for 5 small pieces of Parmesan cheese for my three year old. Scummy move.,3,4,2,4,Dined on March 12 2023
Barbi,Miami,60 reviews,Always a must do for us on our visits to New York! The food is always delicious and Angelo our favorite server always takes good care of us. Best fried mozzarella and Ricotta cheesecake in New York!,5,5,5,5,Dined on March 5 2023
OpenTable Diner,Austin,1 review,Wonderful experience friendly staff great foods and drinks. Perfect for big groups!,5,5,5,5,Dined on March 4 2023
KimberlyJ,Milwaukee,2 reviews,Highly recommend! The staff were incredibly grateful and friendly plus the food was superb. Make sure to get the meatball!!! We also had a delicious 2014 Italian bottle of red wine that was delicious.,5,5,5,5,Dined on February 26 2023
